Term Code,Term Name,Term Type,Source Ontology,Description,Business Meaning,Technical Meaning,Schema.org Equivalent,Status,Property Count,Relationships,Parent Entity,Data Type,Required,Constraints,Example,Source Entity,Target Entity,Cardinality
property-Forecast-baselineAssessment,baselineAssessment,Property,Forecasting & Trajectory,Most recent assessment as baseline,Attribute capturing most recent assessment as baseline,Field 'baselineAssessment' of type AIVisibilityAssessment(required),,active,,,Forecast,AIVisibilityAssessment,Yes,,,,,
property-Forecast-forecastDate,forecastDate,Property,Forecasting & Trajectory,Date forecast was created,Attribute capturing date forecast was created,Field 'forecastDate' of type Date(required),,active,,,Forecast,Date,Yes,,,,,
property-Forecast-forecastHorizon,forecastHorizon,Property,Forecasting & Trajectory,Time horizon for forecast,Attribute capturing time horizon for forecast,Field 'forecastHorizon' of type Text(required),,active,,,Forecast,Text,Yes,"enum: ['90-Day', '6-Month', '12-Month', '18-Month']",,,,
property-Forecast-targetDate,targetDate,Property,Forecasting & Trajectory,Date being forecasted to,Attribute capturing date being forecasted to,Field 'targetDate' of type Date(required),,active,,,Forecast,Date,Yes,,,,,
property-Forecast-currentScore,currentScore,Property,Forecasting & Trajectory,Current overall visibility score,Attribute capturing current overall visibility score,Field 'currentScore' of type Number(required),,active,,,Forecast,Number,Yes,"minimum: 0, maximum: 100",,,,
property-Forecast-projectedScore,projectedScore,Property,Forecasting & Trajectory,Projected overall visibility score at target date,Attribute capturing projected overall visibility score at target date,Field 'projectedScore' of type Number(required),,active,,,Forecast,Number,Yes,"minimum: 0, maximum: 100",,,,
property-Forecast-projectedDelta,projectedDelta,Property,Forecasting & Trajectory,Expected improvement (projected - current),Attribute capturing expected improvement (projected - current),Field 'projectedDelta' of type Number(required),,active,,,Forecast,Number,Yes,,,,,
property-Forecast-currentTier,currentTier,Property,Forecasting & Trajectory,Current tier classification,Attribute capturing current tier classification,Field 'currentTier' of type Text(required),,active,,,Forecast,Text,Yes,,,,,
property-Forecast-projectedTier,projectedTier,Property,Forecasting & Trajectory,Projected tier classification,Attribute capturing projected tier classification,Field 'projectedTier' of type Text(required),,active,,,Forecast,Text,Yes,,,,,
property-Forecast-dimensionalProjections,dimensionalProjections,Property,Forecasting & Trajectory,Projections for each of 5 dimensions,Attribute capturing projections for each of 5 dimensions,Field 'dimensionalProjections' of type ItemList(required),,active,,,Forecast,ItemList,Yes,,,,,
property-Forecast-confidenceLevel,confidenceLevel,Property,Forecasting & Trajectory,Confidence in forecast accuracy (0-100%),Attribute capturing confidence in forecast accuracy (0-100%),Field 'confidenceLevel' of type Number(required),,active,,,Forecast,Number,Yes,"minimum: 0, maximum: 100",,,,
property-Forecast-forecastMethod,forecastMethod,Property,Forecasting & Trajectory,Methodology used for forecasting,Attribute capturing methodology used for forecasting,Field 'forecastMethod' of type Text(required),,active,,,Forecast,Text,Yes,"enum: ['Linear Trend', 'Momentum-Based', 'Plan-Based', 'Hybrid Model']",,,,
property-Forecast-assumptions,assumptions,Property,Forecasting & Trajectory,Key assumptions underlying forecast,Attribute capturing key assumptions underlying forecast,Field 'assumptions' of type ItemList(required),,active,,,Forecast,ItemList,Yes,,"Continued 80%+ action completion rate, No major market disruptions, Current resource levels maintained",,,
property-Forecast-scenarioAnalysis,scenarioAnalysis,Property,Forecasting & Trajectory,Best/expected/worst case scenarios,Attribute capturing best/expected/worst case scenarios,Field 'scenarioAnalysis' of type ItemList(optional),,active,,,Forecast,ItemList,No,,,,,
property-Forecast-milestones,milestones,Property,Forecasting & Trajectory,Projected milestones along trajectory,Attribute capturing projected milestones along trajectory,Field 'milestones' of type ItemList(optional),,active,,,Forecast,ItemList,No,,,,,
property-Forecast-risks,risks,Property,Forecasting & Trajectory,Risks that could impact forecast,Attribute capturing risks that could impact forecast,Field 'risks' of type ItemList(required),,active,,,Forecast,ItemList,Yes,,,,,
property-Forecast-opportunitiesIncluded,opportunitiesIncluded,Property,Forecasting & Trajectory,Planned initiatives included in forecast,Attribute capturing planned initiatives included in forecast,Field 'opportunitiesIncluded' of type ItemList(optional),,active,,,Forecast,ItemList,No,,,,,
entity-DimensionalProjection,DimensionalProjection,Entity,Forecasting & Trajectory,Forecast for a specific visibility dimension,Business concept representing DimensionalProjection within the Forecasting & Trajectory domain,JSON-LD entity of type DimensionalProjection with 8 defined properties,schema:Thing,active,8,0,,,,,,,,
property-DimensionalProjection-dimension,dimension,Property,Forecasting & Trajectory,Which dimension is projected,Attribute capturing which dimension is projected,Field 'dimension' of type Text(required),,active,,,DimensionalProjection,Text,Yes,"enum: ['Market Perception & Visibility', 'AI Maturity & Execution', 'Competitive Position', 'Organizational Readiness', 'Growth Trajectory']",,,,
property-DimensionalProjection-currentScore,currentScore,Property,Forecasting & Trajectory,Current dimensional score,Attribute capturing current dimensional score,Field 'currentScore' of type Number(required),,active,,,DimensionalProjection,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DimensionalProjection-projectedScore,projectedScore,Property,Forecasting & Trajectory,Projected dimensional score,Attribute capturing projected dimensional score,Field 'projectedScore' of type Number(required),,active,,,DimensionalProjection,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DimensionalProjection-projectedDelta,projectedDelta,Property,Forecasting & Trajectory,Expected improvement in this dimension,Attribute capturing expected improvement in this dimension,Field 'projectedDelta' of type Number(required),,active,,,DimensionalProjection,Number,Yes,,,,,
property-DimensionalProjection-growthRate,growthRate,Property,Forecasting & Trajectory,Expected monthly growth rate (points/month),Attribute capturing expected monthly growth rate (points/month),Field 'growthRate' of type Number(required),,active,,,DimensionalProjection,Number,Yes,,,,,
property-DimensionalProjection-confidenceLevel,confidenceLevel,Property,Forecasting & Trajectory,Confidence in dimensional projection (0-100%),Attribute capturing confidence in dimensional projection (0-100%),Field 'confidenceLevel' of type Number(required),,active,,,DimensionalProjection,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DimensionalProjection-plannedInitiatives,plannedInitiatives,Property,Forecasting & Trajectory,Initiatives planned for this dimension,Attribute capturing initiatives planned for this dimension,Field 'plannedInitiatives' of type ItemList(optional),,active,,,DimensionalProjection,ItemList,No,,,,,
property-DimensionalProjection-keyDrivers,keyDrivers,Property,Forecasting & Trajectory,What will drive improvement in this dimension,Attribute capturing what will drive improvement in this dimension,Field 'keyDrivers' of type ItemList(required),,active,,,DimensionalProjection,ItemList,Yes,,,,,
entity-ScenarioAnalysis,ScenarioAnalysis,Entity,Forecasting & Trajectory,Analysis of different outcome scenarios,Business concept representing ScenarioAnalysis within the Forecasting & Trajectory domain,JSON-LD entity of type ScenarioAnalysis with 8 defined properties,schema:Thing,active,8,0,,,,,,,,
property-ScenarioAnalysis-scenarioName,scenarioName,Property,Forecasting & Trajectory,Scenario type,Attribute capturing scenario type,Field 'scenarioName' of type Text(required),,active,,,ScenarioAnalysis,Text,Yes,"enum: ['Best Case', 'Expected Case', 'Worst Case', 'Stretch Goal']",,,,
property-ScenarioAnalysis-probability,probability,Property,Forecasting & Trajectory,Probability of this scenario (0-100%),Attribute capturing probability of this scenario (0-100%),Field 'probability' of type Number(required),,active,,,ScenarioAnalysis,Number,Yes,"minimum: 0, maximum: 100",,,,
property-ScenarioAnalysis-projectedScore,projectedScore,Property,Forecasting & Trajectory,Score in this scenario,Attribute capturing score in this scenario,Field 'projectedScore' of type Number(required),,active,,,ScenarioAnalysis,Number,Yes,"minimum: 0, maximum: 100",,,,
property-ScenarioAnalysis-projectedTier,projectedTier,Property,Forecasting & Trajectory,Tier in this scenario,Attribute capturing tier in this scenario,Field 'projectedTier' of type Text(required),,active,,,ScenarioAnalysis,Text,Yes,,,,,
property-ScenarioAnalysis-scenarioNarrative,scenarioNarrative,Property,Forecasting & Trajectory,Story of how this scenario unfolds,Attribute capturing story of how this scenario unfolds,Field 'scenarioNarrative' of type Text(required),,active,,,ScenarioAnalysis,Text,Yes,,"Best Case: Customer executes all actions exceptionally, gains media coverage, wins industry award",,,
property-ScenarioAnalysis-requiredConditions,requiredConditions,Property,Forecasting & Trajectory,What must happen for this scenario,Attribute capturing what must happen for this scenario,Field 'requiredConditions' of type ItemList(required),,active,,,ScenarioAnalysis,ItemList,Yes,,,,,
property-ScenarioAnalysis-investmentRequired,investmentRequired,Property,Forecasting & Trajectory,Investment needed for this scenario,Attribute capturing investment needed for this scenario,Field 'investmentRequired' of type Text(optional),,active,,,ScenarioAnalysis,Text,No,,,,,
property-ScenarioAnalysis-timeToAchieve,timeToAchieve,Property,Forecasting & Trajectory,Time needed to reach this scenario,Attribute capturing time needed to reach this scenario,Field 'timeToAchieve' of type Text(optional),,active,,,ScenarioAnalysis,Text,No,,,,,
entity-MilestoneProjection,MilestoneProjection,Entity,Forecasting & Trajectory,Projected milestone along the trajectory,Business concept representing MilestoneProjection within the Forecasting & Trajectory domain,JSON-LD entity of type MilestoneProjection with 7 defined properties,schema:Thing,active,7,0,,,,,,,,
property-MilestoneProjection-milestoneId,milestoneId,Property,Forecasting & Trajectory,Unique milestone identifier,Attribute capturing unique milestone identifier,Field 'milestoneId' of type Text(required),,active,,,MilestoneProjection,Text,Yes,,,,,
property-MilestoneProjection-milestoneName,milestoneName,Property,Forecasting & Trajectory,Name of milestone,Attribute capturing name of milestone,Field 'milestoneName' of type Text(required),,active,,,MilestoneProjection,Text,Yes,,Reach Scaling Visibility Tier,,,
property-MilestoneProjection-targetDate,targetDate,Property,Forecasting & Trajectory,When milestone is projected to occur,Attribute capturing when milestone is projected to occur,Field 'targetDate' of type Date(required),,active,,,MilestoneProjection,Date,Yes,,,,,
property-MilestoneProjection-projectedScore,projectedScore,Property,Forecasting & Trajectory,Expected score at milestone,Attribute capturing expected score at milestone,Field 'projectedScore' of type Number(required),,active,,,MilestoneProjection,Number,Yes,"minimum: 0, maximum: 100",,,,
property-MilestoneProjection-significance,significance,Property,Forecasting & Trajectory,Why this milestone matters,Attribute capturing why this milestone matters,Field 'significance' of type Text(required),,active,,,MilestoneProjection,Text,Yes,,,,,
property-MilestoneProjection-requirements,requirements,Property,Forecasting & Trajectory,What must be accomplished to reach this milestone,Attribute capturing what must be accomplished to reach this milestone,Field 'requirements' of type ItemList(required),,active,,,MilestoneProjection,ItemList,Yes,,,,,
property-MilestoneProjection-indicators,indicators,Property,Forecasting & Trajectory,Signals that milestone is being achieved,Attribute capturing signals that milestone is being achieved,Field 'indicators' of type ItemList(optional),,active,,,MilestoneProjection,ItemList,No,,,,,
entity-TrajectoryModel,TrajectoryModel,Entity,Forecasting & Trajectory,Mathematical model of expected growth trajectory,Business concept representing TrajectoryModel within the Forecasting & Trajectory domain,JSON-LD entity of type TrajectoryModel with 10 defined properties,schema:Thing,active,10,0,,,,,,,,
property-TrajectoryModel-modelId,modelId,Property,Forecasting & Trajectory,Unique model identifier,Attribute capturing unique model identifier,Field 'modelId' of type Text(required),,active,,,TrajectoryModel,Text,Yes,,,,,
property-TrajectoryModel-organization,organization,Property,Forecasting & Trajectory,Organization being modeled,Attribute capturing organization being modeled,Field 'organization' of type CustomerOrganization(required),,active,,,TrajectoryModel,CustomerOrganization,Yes,,,,,
property-TrajectoryModel-modelType,modelType,Property,Forecasting & Trajectory,Type of growth model,Attribute capturing type of growth model,Field 'modelType' of type Text(required),,active,,,TrajectoryModel,Text,Yes,"enum: ['Linear Growth', 'Exponential Growth', 'S-Curve', 'Stepped Growth', 'Momentum-Based']",,,,
property-TrajectoryModel-baselineData,baselineData,Property,Forecasting & Trajectory,Historical assessments used to build model,Attribute capturing historical assessments used to build model,Field 'baselineData' of type ItemList(required),,active,,,TrajectoryModel,ItemList,Yes,,,,,
property-TrajectoryModel-growthRatePerMonth,growthRatePerMonth,Property,Forecasting & Trajectory,Average monthly growth rate (points/month),Attribute capturing average monthly growth rate (points/month),Field 'growthRatePerMonth' of type Number(required),,active,,,TrajectoryModel,Number,Yes,,,,,
property-TrajectoryModel-accelerationFactor,accelerationFactor,Property,Forecasting & Trajectory,Rate of acceleration/deceleration,Attribute capturing rate of acceleration/deceleration,Field 'accelerationFactor' of type Number(optional),,active,,,TrajectoryModel,Number,No,,,,,
property-TrajectoryModel-ceiling,ceiling,Property,Forecasting & Trajectory,Maximum achievable score (for S-curve models),Attribute capturing maximum achievable score (for s-curve models),Field 'ceiling' of type Number(optional),,active,,,TrajectoryModel,Number,No,"minimum: 0, maximum: 100",,,,
property-TrajectoryModel-confidenceInterval,confidenceInterval,Property,Forecasting & Trajectory,Confidence interval (+/- points),Attribute capturing confidence interval (+/- points),Field 'confidenceInterval' of type Number(required),,active,,,TrajectoryModel,Number,Yes,,5,,,
property-TrajectoryModel-r2Score,r2Score,Property,Forecasting & Trajectory,Model fit quality (0-1 scale),Attribute capturing model fit quality (0-1 scale),Field 'r2Score' of type Number(optional),,active,,,TrajectoryModel,Number,No,"minimum: 0, maximum: 1",,,,
property-TrajectoryModel-assumptions,assumptions,Property,Forecasting & Trajectory,Model assumptions,Attribute capturing model assumptions,Field 'assumptions' of type ItemList(required),,active,,,TrajectoryModel,ItemList,Yes,,,,,
relationship-projectsFrom,projectsFrom,Relationship,Forecasting & Trajectory,Forecast projects from baseline assessment,Relationship expressing that  projectsFrom ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-includesScenario,includesScenario,Relationship,Forecasting & Trajectory,Forecast may include multiple scenarios,Relationship expressing that  includesScenario ,Link from  to  with cardinality 0..*,,active,,,,,,,,,,0..*
relationship-projectsMilestone,projectsMilestone,Relationship,Forecasting & Trajectory,Forecast includes milestone projections,Relationship expressing that  projectsMilestone ,Link from  to  with cardinality 0..*,,active,,,,,,,,,,0..*
relationship-basedOnModel,basedOnModel,Relationship,Forecasting & Trajectory,Forecast may be based on trajectory model,Relationship expressing that  basedOnModel ,Link from  to  with cardinality 0..1,,active,,,,,,,,,,0..1
entity-DemoResults,DemoResults,Entity,Conversion & Subscription,"Summary of results from 30-day demonstration sprint, proving value delivered",Business concept representing DemoResults within the Conversion & Subscription domain,JSON-LD entity of type DemoResults with 20 defined properties,schema:Thing,active,20,0,,,,,,,,
property-DemoResults-demoId,demoId,Property,Conversion & Subscription,Unique demo identifier,Attribute capturing unique demo identifier,Field 'demoId' of type Text(required),,active,,,DemoResults,Text,Yes,,DEMO-2025-001,,,
property-DemoResults-organization,organization,Property,Conversion & Subscription,Organization that completed demo,Attribute capturing organization that completed demo,Field 'organization' of type CustomerOrganization(required),,active,,,DemoResults,CustomerOrganization,Yes,,,,,
property-DemoResults-actionPlan,actionPlan,Property,Conversion & Subscription,30-day plan that was executed,Attribute capturing 30-day plan that was executed,Field 'actionPlan' of type ActionPlan(required),,active,,,DemoResults,ActionPlan,Yes,,,,,
property-DemoResults-progressReport,progressReport,Property,Conversion & Subscription,Progress report showing improvements,Attribute capturing progress report showing improvements,Field 'progressReport' of type ProgressReport(required),,active,,,DemoResults,ProgressReport,Yes,,,,,
property-DemoResults-demoStartDate,demoStartDate,Property,Conversion & Subscription,When demo started (Day 1),Attribute capturing when demo started (day 1),Field 'demoStartDate' of type Date(required),,active,,,DemoResults,Date,Yes,,,,,
property-DemoResults-demoEndDate,demoEndDate,Property,Conversion & Subscription,When demo ended (Day 30),Attribute capturing when demo ended (day 30),Field 'demoEndDate' of type Date(required),,active,,,DemoResults,Date,Yes,,,,,
property-DemoResults-baselineScore,baselineScore,Property,Conversion & Subscription,Starting AI visibility score,Attribute capturing starting ai visibility score,Field 'baselineScore' of type Number(required),,active,,,DemoResults,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DemoResults-finalScore,finalScore,Property,Conversion & Subscription,Ending AI visibility score after 30 days,Attribute capturing ending ai visibility score after 30 days,Field 'finalScore' of type Number(required),,active,,,DemoResults,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DemoResults-scoreImprovement,scoreImprovement,Property,Conversion & Subscription,Points improved (final - baseline),Attribute capturing points improved (final - baseline),Field 'scoreImprovement' of type Number(required),,active,,,DemoResults,Number,Yes,,,,,
property-DemoResults-percentImprovement,percentImprovement,Property,Conversion & Subscription,Percentage improvement,Attribute capturing percentage improvement,Field 'percentImprovement' of type Number(required),,active,,,DemoResults,Number,Yes,,,,,
property-DemoResults-tierMovement,tierMovement,Property,Conversion & Subscription,Tier change achieved,Attribute capturing tier change achieved,Field 'tierMovement' of type Text(optional),,active,,,DemoResults,Text,No,,Building Foundation → Scaling Visibility,,,
property-DemoResults-actionsCompleted,actionsCompleted,Property,Conversion & Subscription,Number of actions completed,Attribute capturing number of actions completed,Field 'actionsCompleted' of type Number(required),,active,,,DemoResults,Number,Yes,,,,,
property-DemoResults-completionRate,completionRate,Property,Conversion & Subscription,Percentage of actions completed (0-100%),Attribute capturing percentage of actions completed (0-100%),Field 'completionRate' of type Number(required),,active,,,DemoResults,Number,Yes,"minimum: 0, maximum: 100",,,,
property-DemoResults-keyWins,keyWins,Property,Conversion & Subscription,Top 3-5 achievements during demo,Attribute capturing top 3-5 achievements during demo,Field 'keyWins' of type ItemList(required),,active,,,DemoResults,ItemList,Yes,,"Published 2 AI case studies, Increased LinkedIn AI engagement by 120%, Closed competitive gap by 12 points",,,
property-DemoResults-visibleOutcomes,visibleOutcomes,Property,Conversion & Subscription,Tangible outcomes achieved,Attribute capturing tangible outcomes achieved,Field 'visibleOutcomes' of type ItemList(required),,active,,,DemoResults,ItemList,Yes,,"3 media mentions, Speaking slot at industry conference, New AI partnership announced",,,
property-DemoResults-customerTestimonial,customerTestimonial,Property,Conversion & Subscription,Quote from customer about results,Attribute capturing quote from customer about results,Field 'customerTestimonial' of type Text(optional),,active,,,DemoResults,Text,No,,,,,
property-DemoResults-roi,roi,Property,Conversion & Subscription,ROI narrative,Attribute capturing roi narrative,Field 'roi' of type Text(required),,active,,,DemoResults,Text,Yes,,19-point improvement in 30 days = 45% ROI on effort invested,,,
property-DemoResults-competitiveImpact,competitiveImpact,Property,Conversion & Subscription,How competitive position improved,Attribute capturing how competitive position improved,Field 'competitiveImpact' of type Text(optional),,active,,,DemoResults,Text,No,,,,,
property-DemoResults-proofPoints,proofPoints,Property,Conversion & Subscription,Concrete evidence of value delivered,Attribute capturing concrete evidence of value delivered,Field 'proofPoints' of type ItemList(required),,active,,,DemoResults,ItemList,Yes,,,,,
property-DemoResults-momentum,momentum,Property,Conversion & Subscription,Momentum assessment going forward,Attribute capturing momentum assessment going forward,Field 'momentum' of type Text(required),,active,,,DemoResults,Text,Yes,"enum: ['Strong', 'Steady', 'Building', 'Mixed']",,,,
entity-ConversionOffer,ConversionOffer,Entity,Conversion & Subscription,Offer to convert from demo to paid subscription,Business concept representing ConversionOffer within the Conversion & Subscription domain,JSON-LD entity of type ConversionOffer with 13 defined properties,schema:Thing,active,13,0,,,,,,,,
property-ConversionOffer-offerId,offerId,Property,Conversion & Subscription,Unique offer identifier,Attribute capturing unique offer identifier,Field 'offerId' of type Text(required),,active,,,ConversionOffer,Text,Yes,,OFFER-2025-001,,,
property-ConversionOffer-organization,organization,Property,Conversion & Subscription,Organization receiving offer,Attribute capturing organization receiving offer,Field 'organization' of type CustomerOrganization(required),,active,,,ConversionOffer,CustomerOrganization,Yes,,,,,
property-ConversionOffer-demoResults,demoResults,Property,Conversion & Subscription,Demo results this offer is based on,Attribute capturing demo results this offer is based on,Field 'demoResults' of type DemoResults(required),,active,,,ConversionOffer,DemoResults,Yes,,,,,
property-ConversionOffer-offerDate,offerDate,Property,Conversion & Subscription,Date offer was presented,Attribute capturing date offer was presented,Field 'offerDate' of type Date(required),,active,,,ConversionOffer,Date,Yes,,,,,
property-ConversionOffer-validUntil,validUntil,Property,Conversion & Subscription,Offer expiration date,Attribute capturing offer expiration date,Field 'validUntil' of type Date(required),,active,,,ConversionOffer,Date,Yes,,,,,
property-ConversionOffer-recommendedPackage,recommendedPackage,Property,Conversion & Subscription,Primary recommended subscription package,Attribute capturing primary recommended subscription package,Field 'recommendedPackage' of type SubscriptionPackage(required),,active,,,ConversionOffer,SubscriptionPackage,Yes,,,,,
property-ConversionOffer-alternativePackages,alternativePackages,Property,Conversion & Subscription,Alternative package options,Attribute capturing alternative package options,Field 'alternativePackages' of type ItemList(optional),,active,,,ConversionOffer,ItemList,No,,,,,
property-ConversionOffer-valueProposition,valueProposition,Property,Conversion & Subscription,Compelling value proposition based on demo results,Attribute capturing compelling value proposition based on demo results,Field 'valueProposition' of type Text(required),,active,,,ConversionOffer,Text,Yes,,We helped you improve 19 points in 30 days. Imagine what we can do in 12 months - get you to Market Leader tier and top 3 in your industry.,,,
property-ConversionOffer-projectedOutcomes,projectedOutcomes,Property,Conversion & Subscription,What customer can expect from subscription,Attribute capturing what customer can expect from subscription,Field 'projectedOutcomes' of type ItemList(required),,active,,,ConversionOffer,ItemList,Yes,,"Reach Market Leader tier (71-90 score), Top 3 visibility in professional services sector, Regular speaking opportunities, Established thought leadership",,,
property-ConversionOffer-forecast,forecast,Property,Conversion & Subscription,12-month forecast if they continue,Attribute capturing 12-month forecast if they continue,Field 'forecast' of type Forecast(optional),,active,,,ConversionOffer,Forecast,No,,,,,
property-ConversionOffer-specialTerms,specialTerms,Property,Conversion & Subscription,Any special terms or incentives,Attribute capturing any special terms or incentives,Field 'specialTerms' of type ItemList(optional),,active,,,ConversionOffer,ItemList,No,,"First month 50% off, Quarterly executive strategy sessions included, No setup fees",,,
property-ConversionOffer-decisionMakers,decisionMakers,Property,Conversion & Subscription,Key decision makers to engage,Attribute capturing key decision makers to engage,Field 'decisionMakers' of type ItemList(required),,active,,,ConversionOffer,ItemList,Yes,,,,,
property-ConversionOffer-nextSteps,nextSteps,Property,Conversion & Subscription,Proposed next steps,Attribute capturing proposed next steps,Field 'nextSteps' of type ItemList(required),,active,,,ConversionOffer,ItemList,Yes,,"Executive presentation of results, Contract review, Kickoff planning",,,
entity-SubscriptionPackage,SubscriptionPackage,Entity,Conversion & Subscription,Ongoing subscription service package,Business concept representing SubscriptionPackage within the Conversion & Subscription domain,JSON-LD entity of type SubscriptionPackage with 13 defined properties,schema:Thing,active,13,0,,,,,,,,
property-SubscriptionPackage-packageId,packageId,Property,Conversion & Subscription,Unique package identifier,Attribute capturing unique package identifier,Field 'packageId' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,,,,,
property-SubscriptionPackage-packageName,packageName,Property,Conversion & Subscription,Package name,Attribute capturing package name,Field 'packageName' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,,AI Visibility Growth Program - 12 Month,,,
property-SubscriptionPackage-packageTier,packageTier,Property,Conversion & Subscription,Service tier level,Attribute capturing service tier level,Field 'packageTier' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,"enum: ['Essential', 'Growth', 'Strategic', 'Enterprise']",,,,
property-SubscriptionPackage-duration,duration,Property,Conversion & Subscription,Subscription duration,Attribute capturing subscription duration,Field 'duration' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,"enum: ['3-Month Trial', '6-Month', '12-Month', '18-Month', '24-Month']",,,,
property-SubscriptionPackage-pricingModel,pricingModel,Property,Conversion & Subscription,How pricing is structured,Attribute capturing how pricing is structured,Field 'pricingModel' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,"enum: ['Monthly Subscription', 'Quarterly', 'Annual Prepay', 'Custom']",,,,
property-SubscriptionPackage-monthlyFee,monthlyFee,Property,Conversion & Subscription,Monthly subscription fee (if applicable),Attribute capturing monthly subscription fee (if applicable),Field 'monthlyFee' of type MonetaryAmount(optional),,active,,,SubscriptionPackage,MonetaryAmount,No,,,,,
property-SubscriptionPackage-servicesIncluded,servicesIncluded,Property,Conversion & Subscription,What's included in this package,Attribute capturing what's included in this package,Field 'servicesIncluded' of type ItemList(required),,active,,,SubscriptionPackage,ItemList,Yes,,"Monthly AI Visibility Assessments, Customized improvement plans, Implementation support (10 hrs/month), Progress tracking & reporting, Industry benchmarking, Quarterly executive strategy sessions, Access to BAIV platform",,,
property-SubscriptionPackage-deliveryFrequency,deliveryFrequency,Property,Conversion & Subscription,How often services are delivered,Attribute capturing how often services are delivered,Field 'deliveryFrequency' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,,"Monthly assessments, quarterly reviews, ad-hoc support",,,
property-SubscriptionPackage-supportLevel,supportLevel,Property,Conversion & Subscription,Level of support provided,Attribute capturing level of support provided,Field 'supportLevel' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,"enum: ['Email Only', 'Standard (48hr)', 'Priority (24hr)', 'Dedicated Success Manager']",,,,
property-SubscriptionPackage-expectedOutcomes,expectedOutcomes,Property,Conversion & Subscription,What customers can expect to achieve,Attribute capturing what customers can expect to achieve,Field 'expectedOutcomes' of type ItemList(required),,active,,,SubscriptionPackage,ItemList,Yes,,"Reach Market Leader tier, Top quartile in industry, Sustained visibility growth",,,
property-SubscriptionPackage-minimumCommitment,minimumCommitment,Property,Conversion & Subscription,Minimum subscription commitment,Attribute capturing minimum subscription commitment,Field 'minimumCommitment' of type Text(required),,active,,,SubscriptionPackage,Text,Yes,,,,,
property-SubscriptionPackage-renewalTerms,renewalTerms,Property,Conversion & Subscription,How renewal works,Attribute capturing how renewal works,Field 'renewalTerms' of type Text(optional),,active,,,SubscriptionPackage,Text,No,,,,,
property-SubscriptionPackage-cancellationPolicy,cancellationPolicy,Property,Conversion & Subscription,Cancellation terms,Attribute capturing cancellation terms,Field 'cancellationPolicy' of type Text(optional),,active,,,SubscriptionPackage,Text,No,,,,,
entity-SuccessStory,SuccessStory,Entity,Conversion & Subscription,Customer success story for marketing and sales use,Business concept representing SuccessStory within the Conversion & Subscription domain,JSON-LD entity of type SuccessStory with 15 defined properties,schema:Thing,active,15,0,,,,,,,,
property-SuccessStory-storyId,storyId,Property,Conversion & Subscription,Unique story identifier,Attribute capturing unique story identifier,Field 'storyId' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-organization,organization,Property,Conversion & Subscription,Customer organization (may be anonymized),Attribute capturing customer organization (may be anonymized),Field 'organization' of type CustomerOrganization(required),,active,,,SuccessStory,CustomerOrganization,Yes,,,,,
property-SuccessStory-demoResults,demoResults,Property,Conversion & Subscription,Demo results this story is based on,Attribute capturing demo results this story is based on,Field 'demoResults' of type DemoResults(required),,active,,,SuccessStory,DemoResults,Yes,,,,,
property-SuccessStory-storyTitle,storyTitle,Property,Conversion & Subscription,Compelling story title,Attribute capturing compelling story title,Field 'storyTitle' of type Text(required),,active,,,SuccessStory,Text,Yes,,How XYZ Consulting Improved AI Visibility by 45% in 30 Days,,,
property-SuccessStory-executiveSummary,executiveSummary,Property,Conversion & Subscription,1-2 paragraph summary,Attribute capturing 1-2 paragraph summary,Field 'executiveSummary' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-challenge,challenge,Property,Conversion & Subscription,What was the initial challenge/problem,Attribute capturing what was the initial challenge/problem,Field 'challenge' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-solution,solution,Property,Conversion & Subscription,What we did (30-day plan),Attribute capturing what we did (30-day plan),Field 'solution' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-results,results,Property,Conversion & Subscription,What was achieved,Attribute capturing what was achieved,Field 'results' of type Text(required),,active,,,SuccessStory,Text,Yes,,,,,
property-SuccessStory-impactMetrics,impactMetrics,Property,Conversion & Subscription,Quantified impact metrics,Attribute capturing quantified impact metrics,Field 'impactMetrics' of type ItemList(required),,active,,,SuccessStory,ItemList,Yes,,"19-point score improvement, 45% visibility increase, Tier advancement, 12-point competitive gap closed",,,
property-SuccessStory-customerQuote,customerQuote,Property,Conversion & Subscription,Testimonial quote from customer,Attribute capturing testimonial quote from customer,Field 'customerQuote' of type Text(optional),,active,,,SuccessStory,Text,No,,,,,
